loan_id,Gender,Age_at_loan,Months_open_before_loan,Amount,Duration,Monthly_payments,Default_flag,Total_num_trans,total_balance,avg_balance,Credit_card_issued,No_credict_card,Junior_Credit_card,Classic_Credit_card,Gold_Credit_card,District_account_opened,Distict_Avg_Salary,Unemploymenr_rate_1995,Unemploymenr_rate_1996
5868,1,50,12,90156,12,7513,0,65,5039132.60,77525.116923,1,0,0,0,1,69,NULL,NULL,NULL
5876,0,26,12,221280,48,4610,0,71,2669382.20,37596.932394,0,1,0,0,0,74,10673,4.75,5.44
5877,1,43,17,97224,24,4051,0,112,2504380.10,22360.536607,0,1,0,0,0,24,8114,2.38,2.62
5878,1,41,20,74040,12,6170,0,190,8404617.60,44234.829474,0,1,0,0,0,73,8746,3.33,3.74
5880,1,28,6,73836,36,2051,0,19,1050988.20,55315.168421,1,0,0,1,0,39,10446,7.34,9.4
5882,0,33,15,87816,12,7318,0,84,2144790.00,25533.214286,0,1,0,0,0,32,12541,0.29,0.43
5886,0,32,4,192744,36,5354,0,26,1627351.00,62590.423077,0,1,0,0,0,62,8544,1.29,1.86
5887,1,23,16,192744,36,5354,0,76,2832189.80,37265.655263,1,0,0,1,0,60,8441,3.45,4.48
5889,0,28,17,321240,60,5354,0,136,10448399.10,76826.463971,1,0,0,1,0,14,10045,1.42,1.71
5892,0,60,4,66480,24,2770,1,10,347982.80,34798.280000,0,1,0,0,0,73,8746,3.33,3.74
5893,0,29,15,86184,36,2394,0,84,2390610.20,28459.645238,0,1,0,0,0,17,8114,2.38,2.62
5895,0,34,14,93960,60,1566,0,89,4852298.00,54520.202247,0,1,0,0,0,45,8390,2.28,2.89
5897,1,23,22,15192,24,633,0,169,5060182.00,29941.905325,0,1,0,0,0,24,8991,1.39,2.01
5900,0,20,11,135360,48,2820,0,77,4995861.20,64881.314286,1,0,1,0,0,50,8187,4.83,5.45
5906,1,53,9,81144,36,2254,0,51,3458573.90,67815.174510,1,0,0,1,0,68,9893,4.09,4.72
5909,1,50,10,61320,60,1022,0,74,1712152.10,23137.190541,0,1,0,0,0,56,8772,4.69,4.98
5918,0,30,11,300204,36,8339,0,71,2419996.70,34084.460563,0,1,0,0,0,27,8720,3.73,4.5
5922,1,22,11,20220,12,1685,0,51,2094959.40,41077.635294,1,0,0,1,0,9,8899,3.39,3.97
5923,0,49,4,64656,48,1347,0,12,310757.60,25896.466667,1,0,0,1,0,27,8561,0.65,1.29
5930,0,22,3,66696,24,2779,0,16,933770.90,58360.681250,1,0,0,1,0,1,12541,0.29,0.43
5931,1,30,7,66696,24,2779,1,43,2233644.30,51945.216279,0,1,0,0,0,3,8980,1.95,2.21
5932,1,26,12,33348,12,2779,0,63,2885848.20,45807.114286,0,1,0,0,0,9,8899,3.39,3.97
5933,0,46,12,87528,24,3647,0,57,2435549.10,42728.931579,1,0,0,1,0,77,8909,4.01,5.56
5938,0,16,10,402000,60,6700,0,54,1164722.50,21568.935185,0,1,0,0,0,4,9753,4.64,5.05
5940,1,44,4,106944,24,4456,0,18,1031833.30,57324.072222,0,1,0,0,0,63,8288,3.79,4.52
5942,1,39,19,162624,48,3388,0,134,4970454.70,37092.945522,0,1,0,0,0,70,10177,6.63,7.75
5953,1,42,4,97176,24,4049,0,16,1062029.60,66376.850000,1,0,0,1,0,8,11277,1.25,1.44
5956,0,47,6,168264,36,4674,0,25,1001114.40,40044.576000,0,1,0,0,0,73,8746,3.33,3.74
5959,1,35,5,107640,24,4485,0,23,1154933.60,50214.504348,0,1,0,0,0,2,8507,1.67,1.85
5963,0,44,6,204780,60,3413,0,23,1124474.10,48890.178261,1,0,0,1,0,54,9897,1.6,1.96
5970,0,47,17,465072,48,9689,0,103,2861210.80,27778.745631,0,1,0,0,0,66,8512,3.51,4.12
5973,1,37,3,219456,48,4572,0,11,488026.60,44366.054545,0,1,0,0,0,46,8369,1.79,2.31
5976,0,35,12,465504,48,9698,1,86,2265852.70,26347.124419,0,1,0,0,0,72,8994,3.8,4.79
5977,1,17,8,59136,48,1232,0,44,1013041.00,23023.659091,0,1,0,0,0,26,10787,2.64,3.09
5980,0,26,14,21396,12,1783,0,78,2403409.80,30812.946154,0,1,0,0,0,15,9045,3.13,3.6
5988,0,44,6,141648,24,5902,0,18,811807.60,45100.422222,0,1,0,0,0,52,8363,2.52,3.49
5989,0,31,10,213300,36,5925,0,59,1649162.90,27951.913559,0,1,0,0,0,47,9538,1.51,1.81
5991,1,20,13,335184,48,6983,1,88,3406481.00,38710.011364,0,1,0,0,0,67,8110,5.77,6.55
5992,1,17,12,76080,12,6340,0,81,4100309.50,50621.104938,1,0,1,0,0,5,9307,3.85,4.43
5997,0,58,4,117024,24,4876,0,13,573705.20,44131.169231,1,0,0,1,0,14,10045,1.42,1.71
5999,1,25,22,98832,48,2059,0,177,5631125.50,31814.268362,0,1,0,0,0,42,8388,2.41,2.94
6004,0,43,17,143904,24,5996,0,139,6912116.40,49727.456115,0,1,0,0,0,12,8187,4.83,5.45
6006,0,17,15,359760,60,5996,0,48,1556865.30,32434.693750,0,1,0,0,0,43,9425,1.72,2.5
6007,1,53,10,289920,48,6040,0,45,2653167.50,58959.277778,1,0,0,0,1,33,8705,5.75,7.61
6010,0,59,6,150180,60,2503,0,16,814272.00,50892.000000,0,1,0,0,0,60,8441,3.45,4.48
6011,0,23,10,179328,48,3736,0,52,2292886.50,44093.971154,0,1,0,0,0,54,9897,1.6,1.96
6012,0,30,6,258444,36,7179,0,16,651010.20,40688.137500,0,1,0,0,0,1,12541,0.29,0.43
6013,0,56,18,128988,36,3583,1,82,2848737.60,34740.702439,0,1,0,0,0,20,8547,2.65,3.64
6014,1,38,15,165168,36,4588,0,97,3441430.20,35478.661856,1,0,0,1,0,1,12541,0.29,0.43
6015,0,33,10,110112,24,4588,0,82,6251081.40,76232.700000,0,1,0,0,0,53,8240,2.53,3.56
6019,1,16,11,11400,12,950,0,77,2120092.10,27533.663636,0,1,0,0,0,54,9897,1.6,1.96
6027,1,42,5,61656,24,2569,1,12,537161.50,44763.458333,0,1,0,0,0,13,8598,2.77,3.26
6028,1,28,9,317520,60,5292,0,73,4143283.60,56757.309589,0,1,0,0,0,6,8546,2.95,4.02
6037,0,32,20,53232,48,1109,0,150,4634400.40,30896.002667,0,1,0,0,0,72,8994,3.8,4.79
6038,1,53,13,323472,48,6739,0,57,2588602.20,45414.073684,1,0,0,1,0,1,12541,0.29,0.43
6043,1,47,9,20352,48,424,0,48,1527091.90,31814.414583,0,1,0,0,0,58,8757,3.38,3.95
6044,0,54,13,57060,12,4755,0,86,3956055.50,46000.645349,1,0,0,1,0,68,9893,4.09,4.72
6052,0,57,10,22356,36,621,0,54,1358152.70,25150.975926,0,1,0,0,0,5,9307,3.85,4.43
6054,1,52,16,58764,12,4897,0,34,1106471.00,32543.264706,1,0,0,1,0,54,9897,1.6,1.96
6055,1,54,14,399120,60,6652,0,60,2546118.70,42435.311667,0,1,0,0,0,75,8819,5.38,5.66
6059,0,40,5,79824,12,6652,0,31,1528579.30,49309.009677,1,0,0,1,0,13,8598,2.77,3.26
6063,0,59,8,320976,48,6687,1,50,2474148.40,49482.968000,1,0,0,1,0,1,12541,0.29,0.43
6064,1,45,13,14628,12,1219,0,102,3344390.50,32788.142157,1,0,0,1,0,55,8743,1.88,2.43
6066,1,37,12,173808,24,7242,0,75,4591399.40,61218.658667,0,1,0,0,0,77,8909,4.01,5.56
6072,0,21,6,193968,36,5388,0,29,1843797.30,63579.217241,0,1,0,0,0,72,8994,3.8,4.79
6073,0,20,15,276300,60,4605,0,92,2391775.80,25997.563043,0,1,0,0,0,64,9624,1.6,2.31
6075,1,24,22,129312,24,5388,1,152,6890299.80,45330.919737,0,1,0,0,0,4,9753,4.64,5.05
6076,0,30,6,117420,60,1957,0,43,1756197.20,40841.795349,0,1,0,0,0,49,8208,1.89,2.26
6077,0,23,10,79608,24,3317,0,53,3707592.30,69954.571698,0,1,0,0,0,44,8254,2.79,3.76
6078,0,28,11,170832,48,3559,0,65,4227465.40,65037.929231,0,1,0,0,0,15,9045,3.13,3.6
6083,0,41,18,240528,48,5011,0,91,3743286.00,41135.010989,0,1,0,0,0,47,9538,1.51,1.81
6087,0,44,9,300660,60,5011,0,66,3026422.80,45854.890909,0,1,0,0,0,40,9317,6.49,7.07
6088,0,36,4,90180,36,2505,0,13,409712.50,31516.346154,0,1,0,0,0,28,8594,1.62,2.01
6095,0,43,20,68340,60,1139,0,114,4757837.90,41735.420175,0,1,0,0,0,4,9753,4.64,5.05
6097,1,56,11,202848,48,4226,0,74,2752829.30,37200.395946,0,1,0,0,0,76,8369,4.73,5.88
6103,0,31,10,149340,60,2489,0,56,1627870.50,29069.116071,0,1,0,0,0,44,8254,2.79,3.76
6104,0,44,16,158184,36,4394,0,95,4529597.50,47679.973684,0,1,0,0,0,47,9538,1.51,1.81
6109,0,21,19,368880,60,6148,0,182,10925595.30,60030.743407,0,1,0,0,0,66,8512,3.51,4.12
6111,1,45,5,174744,24,7281,1,32,1199534.60,37485.456250,0,1,0,0,0,24,8991,1.39,2.01
6112,1,15,14,174744,24,7281,1,118,3097832.10,26252.814407,1,0,1,0,0,34,9307,3.85,4.43
6113,1,26,7,78696,36,2186,0,41,1651986.00,40292.341463,0,1,0,0,0,72,8994,3.8,4.79
6118,0,43,21,349392,48,7279,0,145,8692905.90,59951.075172,1,0,0,1,0,57,8720,3.73,4.5
6120,0,41,12,209184,48,4358,0,68,3143663.10,46230.339706,0,1,0,0,0,52,12541,0.29,0.43
6130,0,53,15,32640,48,680,0,107,2771985.80,25906.409346,0,1,0,0,0,43,9425,1.72,2.5
6136,0,40,8,140880,60,2348,0,43,1941902.00,45160.511628,0,1,0,0,0,15,9045,3.13,3.6
6137,0,52,20,44628,12,3719,0,146,7223688.90,49477.321233,0,1,0,0,0,13,8598,2.77,3.26
6142,1,53,10,221880,60,3698,0,71,3155304.80,44440.912676,0,1,0,0,0,9,8899,3.39,3.97
6144,0,34,5,44376,12,3698,0,39,2086703.40,53505.215385,1,0,0,1,0,15,9045,3.13,3.6
6147,0,53,17,177504,48,3698,0,86,3846208.60,44723.355814,1,0,0,1,0,19,8402,3.13,3.98
6150,0,15,20,83016,12,6918,0,196,13306819.30,67891.935204,1,0,1,0,0,70,8720,3.73,4.5
6151,1,46,10,225420,60,3757,0,51,1590443.00,31185.156863,0,1,0,0,0,61,8814,4.76,5.74
6153,1,14,8,285600,60,4760,0,49,2432942.70,49651.891837,0,1,0,0,0,5,9307,3.85,4.43
6157,1,31,6,98592,24,4108,0,26,1407342.70,54128.565385,0,1,0,0,0,10,10124,0.56,0.54
6168,1,47,14,99216,36,2756,0,86,4903601.10,57018.617442,0,1,0,0,0,1,12541,0.29,0.43
6169,0,23,19,103680,60,1728,1,109,3079261.90,28250.109174,0,1,0,0,0,42,8388,2.41,2.94
6173,1,57,20,232560,48,4845,0,176,7070907.80,40175.612500,0,1,0,0,0,14,10045,1.42,1.71
6175,1,36,12,290700,60,4845,1,100,5964742.40,59647.424000,0,1,0,0,0,52,8363,2.52,3.49
6178,1,25,5,232560,48,4845,0,27,1706093.10,63188.633333,0,1,0,0,0,74,10673,4.75,5.44
6185,0,27,5,31176,24,1299,0,23,1064995.50,46304.152174,0,1,0,0,0,1,12541,0.29,0.43
6190,0,28,9,123600,60,2060,0,49,1936219.20,39514.677551,0,1,0,0,0,70,10177,6.63,7.75
6196,1,26,13,177804,36,4939,0,91,4948127.10,54375.023077,0,1,0,0,0,5,9307,3.85,4.43
6202,0,36,14,65184,12,5432,0,82,3888977.10,47426.550000,1,0,0,0,1,54,8980,1.95,2.21
6207,1,34,19,184620,60,3077,0,113,3930765.40,34785.534513,0,1,0,0,0,45,8390,2.28,2.89
6210,0,30,6,87216,48,1817,1,33,935954.20,28362.248485,0,1,0,0,0,15,9045,3.13,3.6
6215,1,54,12,78720,48,1640,0,71,3260405.10,45921.198592,1,0,0,1,0,27,8561,0.65,1.29
6216,0,32,12,141240,24,5885,0,102,5836396.60,57219.574510,1,0,0,1,0,50,8187,4.83,5.45
6223,1,37,11,61056,48,1272,0,64,2306499.30,36039.051563,0,1,0,0,0,1,8720,3.73,4.5
6227,1,25,18,28248,24,1177,0,94,4284750.20,45582.448936,1,0,0,0,1,47,9538,1.51,1.81
6228,1,52,8,464520,60,7742,1,68,3519681.10,51760.016176,0,1,0,0,0,6,8909,4.01,5.56
6229,0,56,17,11736,24,489,0,133,5615850.40,42224.439098,0,1,0,0,0,1,12541,0.29,0.43
6232,0,45,10,276660,36,7685,1,58,1116899.90,19256.894828,0,1,0,0,0,56,8772,4.69,4.98
6234,1,35,14,5148,12,429,0,80,3455782.50,43197.281250,0,1,0,0,0,1,12541,0.29,0.43
6235,0,23,19,321360,60,5356,0,140,7406757.00,52905.407143,1,0,0,1,0,24,8991,1.39,2.01
6237,1,23,15,407952,48,8499,1,78,1153275.70,14785.585897,0,1,0,0,0,19,8402,3.13,3.98
6239,1,19,12,360864,48,7518,1,86,4546942.50,52871.424419,0,1,0,0,0,6,8546,2.95,4.02
6242,1,24,4,26208,36,728,0,12,329038.20,27419.850000,0,1,0,0,0,29,8843,2.82,3.6
6244,0,57,10,270648,36,7518,1,72,4379038.30,60819.976389,0,1,0,0,0,1,12541,0.29,0.43
6249,1,34,6,67608,24,2817,0,23,694170.30,30181.317391,0,1,0,0,0,54,9897,1.6,1.96
6253,0,35,10,59760,24,2490,0,54,2171041.10,40204.464815,1,0,0,1,0,74,10673,4.75,5.44
6254,1,55,13,247920,48,5165,0,83,4548388.10,54799.856627,1,0,0,1,0,34,9675,6.43,7.68
6255,1,39,8,247920,48,5165,1,15,353912.20,23594.146667,0,1,0,0,0,67,8110,5.77,6.55
6272,1,34,16,398640,60,6644,0,86,5450987.50,63383.575581,0,1,0,0,0,74,10673,4.75,5.44
6278,0,60,7,87360,24,3640,0,69,4827480.40,69963.484058,1,0,0,1,0,5,9307,3.85,4.43
6279,0,31,10,87360,24,3640,0,30,1103518.50,36783.950000,1,0,0,1,0,38,8965,7.08,8.23
6283,1,47,16,85632,48,1784,0,85,5530672.50,65066.735294,0,1,0,0,0,64,9624,1.6,2.31
6294,0,41,14,79920,60,1332,0,95,4165462.90,43846.977895,1,0,0,1,0,26,10787,2.64,3.09
6296,0,34,14,270384,48,5633,0,87,4145919.30,47654.244828,0,1,0,0,0,3,8980,1.95,2.21
6297,0,48,14,17508,12,1459,0,72,2828924.50,39290.618056,1,0,0,0,1,74,8754,3.83,4.31
6302,1,30,18,181020,60,3017,0,93,3162549.30,34005.906452,0,1,0,0,0,48,9060,1.78,2.44
6303,1,37,4,72408,24,3017,1,13,586290.40,45099.261538,0,1,0,0,0,31,8930,3.52,4.2
6306,1,16,20,36684,12,3057,0,125,3778724.70,30229.797600,0,1,0,0,0,31,10177,6.63,7.75
6309,1,38,18,110136,24,4589,0,63,3201395.70,50815.804762,0,1,0,0,0,1,12541,0.29,0.43
6310,1,20,7,34572,12,2881,0,40,2424766.40,60619.160000,0,1,0,0,0,1,12541,0.29,0.43
6312,0,46,21,10944,36,304,0,165,3784286.90,22935.072121,0,1,0,0,0,34,9675,6.43,7.68
6313,1,21,10,150912,36,4192,0,67,3500767.50,52250.261194,1,0,0,1,0,50,8187,4.83,5.45
6315,1,19,11,43164,12,3597,0,69,4718017.40,68377.063768,0,1,0,0,0,61,8814,4.76,5.74
6316,1,48,16,76908,12,6409,1,102,5394821.20,52890.403922,0,1,0,0,0,12,9753,4.64,5.05
6320,0,31,21,104964,12,8747,0,124,5087265.10,41026.331452,0,1,0,0,0,6,8546,2.95,4.02
6321,1,34,12,38496,12,3208,0,36,1538364.10,42732.336111,1,0,0,1,0,7,9920,2.26,2.87
6322,0,31,4,76992,24,3208,0,35,2169730.50,61992.300000,1,0,0,1,0,74,10673,4.75,5.44
6336,1,27,12,212400,36,5900,0,71,3623439.70,51034.361972,0,1,0,0,0,38,8965,7.08,8.23
6338,1,19,10,390660,60,6511,0,81,5147116.30,63544.645679,1,0,1,0,0,1,12541,0.29,0.43
6342,0,19,7,60156,36,1671,1,56,4069387.60,72667.635714,0,1,0,0,0,16,8427,1.12,1.54
6346,0,29,22,100260,60,1671,0,62,2482919.20,40047.083871,1,0,0,1,0,1,12541,0.29,0.43
6350,1,30,18,294384,48,6133,0,129,7958278.00,61692.077519,0,1,0,0,0,54,9897,1.6,1.96
6353,0,39,22,116496,24,4854,0,120,4954202.20,41285.018333,0,1,0,0,0,61,8814,4.76,5.74
6354,1,46,3,22968,36,638,0,11,256574.30,23324.936364,0,1,0,0,0,16,8427,1.12,1.54
6355,0,32,15,127200,48,2650,0,95,2741987.90,28863.030526,0,1,0,0,0,35,8867,1.02,1.21
6356,0,22,8,95400,36,2650,0,47,1953429.20,41562.323404,0,1,0,0,0,49,9307,3.85,4.43
6357,1,18,18,64860,60,1081,0,132,5925484.40,44890.033333,0,1,0,0,0,38,8965,7.08,8.23
6358,0,31,15,137880,60,2298,1,89,2182553.50,24523.073034,0,1,0,0,0,48,8994,3.8,4.79
6362,1,19,15,37908,12,3159,0,76,3204466.10,42164.027632,0,1,0,0,0,62,8544,1.29,1.86
6377,1,52,10,17184,12,1432,0,70,2093457.20,29906.531429,0,1,0,0,0,1,12541,0.29,0.43
6386,1,17,20,124344,36,3454,0,148,3796848.00,25654.378378,0,1,0,0,0,43,9425,1.72,2.5
6399,0,31,13,49320,36,1370,0,81,2914968.30,35987.262963,0,1,0,0,0,60,8441,3.45,4.48
6402,0,29,18,139488,24,5812,0,104,4862551.80,46755.305769,0,1,0,0,0,3,8980,1.95,2.21
6403,0,15,18,194880,48,4060,0,113,4115621.10,36421.425664,1,0,1,0,0,74,10673,4.75,5.44
6407,1,34,8,25944,24,1081,0,37,2106315.80,56927.454054,1,0,0,1,0,41,9832,3.32,4.48
6415,1,30,4,475680,48,9910,0,12,489749.90,40812.491667,1,0,0,1,0,36,9198,3.33,4.28
6421,1,28,11,96768,36,2688,0,66,3406348.60,51611.342424,0,1,0,0,0,38,8965,7.08,8.23
6435,0,54,5,288720,48,6015,0,21,1148222.90,54677.280952,1,0,0,1,0,51,8541,2.51,2.97
6436,1,18,7,495180,60,8253,0,31,1389216.10,44813.422581,1,0,1,0,0,69,NULL,NULL,NULL
6437,0,50,3,63972,36,1777,1,11,236855.80,21532.345455,0,1,0,0,0,55,8743,1.88,2.43
6442,1,52,17,194160,48,4045,0,133,3796932.60,28548.365414,0,1,0,0,0,57,8720,3.73,4.5
6450,1,26,21,234336,48,4882,0,169,7236327.00,42818.502959,0,1,0,0,0,1,12541,0.29,0.43
6456,1,35,7,47016,12,3918,0,42,2536047.60,60382.085714,0,1,0,0,0,64,8369,1.79,2.31
6460,1,46,13,48672,36,1352,0,97,2235868.40,23050.189691,0,1,0,0,0,1,8743,1.88,2.43
6461,1,57,17,74124,36,2059,0,122,6633298.50,54371.299180,0,1,0,0,0,12,8754,3.83,4.31
6464,1,56,7,49488,24,2062,0,32,1617329.70,50541.553125,1,0,0,1,0,71,8678,5.93,5.57
6468,1,43,11,203940,60,3399,0,54,2268042.60,42000.788889,0,1,0,0,0,1,12541,0.29,0.43
6469,1,27,17,99744,24,4156,0,102,4092950.80,40126.968627,0,1,0,0,0,7,9920,2.26,2.87
6470,1,31,22,49872,12,4156,0,215,10807052.80,50265.361860,0,1,0,0,0,77,8909,4.01,5.56
6471,1,53,13,155640,24,6485,0,105,4744251.70,45183.349524,0,1,0,0,0,5,9307,3.85,4.43
6474,0,39,21,63360,60,1056,0,119,3463895.30,29108.363866,0,1,0,0,0,49,8208,1.89,2.26
6486,1,49,20,152160,60,2536,0,121,3397405.50,28077.731405,0,1,0,0,0,17,8114,2.38,2.62
6490,1,56,5,73260,60,1221,0,21,712468.80,33927.085714,0,1,0,0,0,70,10177,6.63,7.75
6495,1,44,5,49044,12,4087,0,22,1084523.50,49296.522727,0,1,0,0,0,11,9622,0.45,0.59
6499,0,48,10,80952,24,3373,0,54,1798877.10,33312.538889,0,1,0,0,0,1,12541,0.29,0.43
6501,1,57,12,30276,12,2523,1,92,2881336.30,31318.872826,0,1,0,0,0,21,9104,1.51,2.07
6502,0,35,16,30276,12,2523,0,164,10100487.30,61588.337195,0,1,0,0,0,68,9893,4.09,4.72
6508,1,58,8,110736,48,2307,0,55,1688293.10,30696.238182,0,1,0,0,0,19,8402,3.13,3.98
6509,1,54,11,55368,24,2307,0,98,4514009.30,46061.319388,0,1,0,0,0,64,9624,1.6,2.31
6512,1,38,13,63312,48,1319,0,82,1849245.90,22551.779268,0,1,0,0,0,4,8930,3.52,4.2
6520,1,38,7,91200,24,3800,0,36,1172107.20,32558.533333,0,1,0,0,0,39,10446,7.34,9.4
6526,1,36,4,288468,36,8013,0,17,628991.90,36999.523529,0,1,0,0,0,63,8288,3.79,4.52
6534,0,30,17,590820,60,9847,0,111,3101115.60,27937.978378,0,1,0,0,0,54,9897,1.6,1.96
6535,0,22,13,41952,12,3496,0,105,4357712.70,41502.025714,0,1,0,0,0,43,9425,1.72,2.5
6539,1,24,13,12792,12,1066,0,78,2225725.10,28534.937179,0,1,0,0,0,56,8772,4.69,4.98
6540,0,20,11,309600,48,6450,0,56,3258393.00,58185.589286,0,1,0,0,0,72,8994,3.8,4.79
6541,0,21,16,153504,48,3198,0,111,3735272.50,33651.103604,0,1,0,0,0,59,8444,3.24,3.47
6544,0,23,21,130464,48,2718,0,191,10227421.40,53546.708901,0,1,0,0,0,16,8427,1.12,1.54
6545,0,46,8,191880,60,3198,0,87,4670663.40,53685.786207,0,1,0,0,0,21,9104,1.51,2.07
6546,0,44,18,31728,24,1322,0,117,3643350.50,31139.747863,0,1,0,0,0,1,12541,0.29,0.43
6550,1,25,15,320592,48,6679,0,88,5348755.00,60781.306818,1,0,0,1,0,62,8544,1.29,1.86
6552,1,54,15,170448,48,3551,0,85,3340273.50,39297.335294,0,1,0,0,0,68,9893,4.09,4.72
6553,1,56,15,42384,12,3532,0,132,6450309.90,48865.984091,0,1,0,0,0,40,9317,6.49,7.07
6554,0,18,5,390096,48,8127,0,16,709538.50,44346.156250,1,0,1,0,0,46,8369,1.79,2.31
6562,0,38,8,94488,24,3937,0,66,3980576.60,60311.766667,0,1,0,0,0,1,12541,0.29,0.43
6568,1,42,21,220440,60,3674,0,75,2871007.70,38280.102667,0,1,0,0,0,50,8187,4.83,5.45
6569,1,51,10,45456,12,3788,0,56,2197853.70,39247.387500,1,0,0,1,0,13,8598,2.77,3.26
6571,1,47,22,140064,24,5836,0,142,9379376.20,66051.945070,1,0,0,1,0,19,8402,3.13,3.98
6574,1,55,12,77544,36,2154,0,64,2427831.40,37934.865625,1,0,0,1,0,2,8507,1.67,1.85
6577,1,26,13,51696,24,2154,0,102,5939103.50,58226.504902,1,0,0,1,0,74,10673,4.75,5.44
6578,0,46,17,27984,12,2332,0,76,2328629.60,30639.863158,0,1,0,0,0,52,8363,2.52,3.49
6580,0,35,7,196080,48,4085,0,47,2309766.40,49143.965957,0,1,0,0,0,23,8624,1.79,2.66
6585,0,51,21,372120,60,6202,0,172,11015575.90,64044.045930,1,0,0,0,1,64,9624,1.6,2.31
6589,0,50,8,189696,24,7904,0,89,4818202.40,54137.105618,0,1,0,0,0,19,8402,3.13,3.98
6591,0,46,18,20832,48,434,0,151,3226705.40,21368.909934,0,1,0,0,0,38,8965,7.08,8.23
6594,1,24,4,189696,24,7904,1,5,74500.00,14900.000000,0,1,0,0,0,60,8441,3.45,4.48
6596,1,42,6,91584,24,3816,0,31,1573727.90,50765.416129,0,1,0,0,0,1,8705,5.75,7.61
6598,1,17,17,68112,12,5676,0,147,6941359.70,47220.134014,0,1,0,0,0,75,8867,1.02,1.21
6599,1,44,20,72120,12,6010,0,102,7719978.70,75686.065686,1,0,0,0,1,52,8363,2.52,3.49
6600,0,40,5,21852,36,607,0,18,693162.90,38509.050000,1,0,0,1,0,34,9675,6.43,7.68
6605,1,46,18,79344,48,1653,0,105,2511441.90,23918.494286,0,1,0,0,0,23,8624,1.79,2.66
6607,0,28,18,153144,36,4254,0,171,10012678.80,58553.677193,1,0,0,1,0,27,8561,0.65,1.29
6612,0,37,13,97392,12,8116,0,81,2971492.40,36685.091358,0,1,0,0,0,70,10177,6.63,7.75
6613,1,46,3,84120,24,3505,0,19,1081303.10,56910.689474,0,1,0,0,0,69,NULL,NULL,NULL
6621,0,32,21,42900,12,3575,0,175,8853343.10,50590.532000,1,0,0,1,0,51,8541,2.51,2.97
6624,0,49,10,71460,12,5955,0,43,2063635.80,47991.530233,0,1,0,0,0,55,8743,1.88,2.43
6625,1,30,8,473280,60,7888,1,43,2269425.70,52777.341860,0,1,0,0,0,54,9897,1.6,1.96
6632,1,31,19,144960,48,3020,0,146,9367749.70,64162.669178,0,1,0,0,0,9,8899,3.39,3.97
6633,1,27,21,160656,24,6694,0,146,7653683.70,52422.491096,0,1,0,0,0,10,10124,0.56,0.54
6641,0,54,5,128268,36,3563,0,18,846531.70,47029.538889,1,0,0,1,0,36,9198,3.33,4.28
6642,0,26,10,77640,12,6470,0,60,3334218.30,55570.305000,0,1,0,0,0,44,8561,0.65,1.29
6643,1,30,17,35856,24,1494,0,95,5287762.30,55660.655789,1,0,0,1,0,47,9538,1.51,1.81
6644,0,24,10,93600,24,3900,0,55,2204328.90,40078.707273,1,0,0,1,0,9,8899,3.39,3.97
6645,0,53,12,140400,36,3900,0,45,1960362.90,43563.620000,1,0,0,1,0,1,10673,4.75,5.44
6647,1,26,15,208320,48,4340,0,85,3735315.60,43944.889412,0,1,0,0,0,1,8930,3.52,4.2
6650,1,48,5,49320,12,4110,1,49,2282237.60,46576.277551,0,1,0,0,0,24,8991,1.39,2.01
6655,1,47,18,260400,60,4340,1,127,4755947.40,37448.404724,0,1,0,0,0,73,8746,3.33,3.74
6659,0,37,13,56100,60,935,0,68,1370744.10,20158.001471,0,1,0,0,0,54,9897,1.6,1.96
6660,0,34,5,220428,36,6123,0,20,1203315.90,60165.795000,0,1,0,0,0,67,8110,5.77,6.55
6665,1,24,22,99300,60,1655,0,144,5631936.60,39110.670833,0,1,0,0,0,59,8444,3.24,3.47
6667,1,27,21,155880,24,6495,0,142,8983366.90,63263.147183,1,0,0,1,0,37,9065,4.46,5.39
6668,0,28,13,74736,36,2076,0,67,2540170.90,37912.998507,1,0,0,1,0,45,8390,2.28,2.89
6675,0,33,16,238716,36,6631,0,106,6904154.80,65133.535849,0,1,0,0,0,48,9060,1.78,2.44
6676,1,25,4,29784,24,1241,0,12,331513.00,27626.083333,0,1,0,0,0,26,10787,2.64,3.09
6677,1,17,20,97980,60,1633,0,137,3297219.90,24067.298540,0,1,0,0,0,29,8843,2.82,3.6
6678,1,18,10,80340,12,6695,0,52,3199642.70,61531.590385,1,0,1,0,0,11,12541,0.29,0.43
6682,0,60,15,36204,12,3017,1,115,3670443.30,31916.898261,0,1,0,0,0,50,8187,4.83,5.45
6686,0,18,17,224604,36,6239,0,93,5347220.00,57496.989247,1,0,1,0,0,31,8930,3.52,4.2
6687,1,13,4,87840,24,3660,0,17,787415.40,46318.552941,0,1,0,0,0,13,8598,2.77,3.26
6688,0,21,12,8616,24,359,0,79,1970784.20,24946.635443,0,1,0,0,0,59,8444,3.24,3.47
6694,1,54,9,134784,24,5616,0,55,2420281.20,44005.112727,0,1,0,0,0,70,10177,6.63,7.75
6695,1,38,4,309660,60,5161,0,17,682579.10,40151.711765,0,1,0,0,0,51,8541,2.51,2.97
6696,1,24,12,89040,60,1484,0,87,2613949.80,30045.400000,0,1,0,0,0,77,8909,4.01,5.56
6698,0,16,7,247728,48,5161,0,50,3002736.70,60054.734000,1,0,1,0,0,1,12541,0.29,0.43
